,country,location_name,region,latitude,longitude,timezone,last_updated,temperature_celsius,condition_text,pressure_mb,humidity,altitude
,India,Datia,Madhya Pradesh,25.67,78.47,Asia/Kolkata,2023-08-29 10:45,30.2,Patchy rain possible,1006.0,59,239.0
,India,Burhanpur,Madhya Pradesh,21.3,76.23,Asia/Kolkata,2023-08-29 10:45,28.6,Cloudy,1009.0,64,249.0
,India,Anuppur,Madhya Pradesh,23.1,81.68,Asia/Kolkata,2023-08-29 10:45,27.6,Patchy rain possible,1007.0,63,487.0
,India,Shahdol,Madhya Pradesh,23.28,81.35,Asia/Kolkata,2023-08-29 10:45,27.7,Patchy rain possible,1007.0,68,458.0
,India,Vidisha,Madhya Pradesh,23.53,77.82,Asia/Kolkata,2023-08-29 10:45,27.6,Sunny,1008.0,70,424.0
,India,Una,Gujarat,20.82,71.03,Asia/Kolkata,2023-08-29 10:45,29.2,Partly cloudy,1008.0,61,24.0
,India,Solan,Himachal Pradesh,30.92,77.12,Asia/Kolkata,2023-08-29 10:45,20.7,Sunny,1009.0,59,1302.0
,India,Sirmaur,Madhya Pradesh,24.85,81.38,Asia/Kolkata,2023-08-29 10:45,31.8,Patchy rain possible,1006.0,54,320.0
,India,Chamba,Himachal Pradesh,32.57,76.13,Asia/Kolkata,2023-08-29 10:45,20.3,Sunny,1010.0,64,1098.0
,India,Shimla,Himachal Pradesh,31.1,77.17,Asia/Kolkata,2023-08-29 10:45,20.7,Sunny,1009.0,59,1940.0
,India,Bilaspur,Chhattisgarh,22.08,82.15,Asia/Kolkata,2023-08-29 10:45,30.9,Sunny,1006.0,51,267.0
,India,Kangra,Himachal Pradesh,32.1,76.27,Asia/Kolkata,2023-08-29 10:45,23.8,Sunny,1009.0,62,746.0
,India,Mandi,Himachal Pradesh,31.72,76.92,Asia/Kolkata,2023-08-29 10:45,25.5,Sunny,1009.0,56,1148.0
,India,Hamirpur,Uttar Pradesh,25.95,80.15,Asia/Kolkata,2023-08-29 10:45,30.8,Partly cloudy,1005.0,57,116.0
,India,Talab Data,Jammu and Kashmir,32.65,74.93,Asia/Kolkata,2023-08-29 10:45,27.2,Patchy rain possible,1005.0,65,361.0
,India,Anantnag,Jammu and Kashmir,33.73,75.15,Asia/Kolkata,2023-08-29 10:45,15.3,Sunny,1011.0,62,1603.0
,India,Baramula,Jammu and Kashmir,34.21,74.34,Asia/Kolkata,2023-08-29 10:45,22.8,Sunny,1010.0,45,1590.0
,India,Kulgam,Jammu and Kashmir,33.65,75.02,Asia/Kolkata,2023-08-29 10:45,15.3,Sunny,1011.0,62,1740.0
,India,Shupiyan,Jammu and Kashmir,33.72,74.83,Asia/Kolkata,2023-08-29 10:45,15.3,Sunny,1011.0,62,2042.0
,India,Jammu,Jammu and Kashmir,32.73,74.87,Asia/Kolkata,2023-08-29 10:45,27.2,Patchy rain possible,1005.0,65,360.0
,India,Leh,Jammu and Kashmir,34.17,77.58,Asia/Kolkata,2023-08-29 10:45,7.1,Sunny,1011.0,27,3531.0
,India,Srinagar,Jammu and Kashmir,34.09,74.8,Asia/Kolkata,2023-08-29 10:45,20.1,Patchy rain possible,1011.0,65,1589.0
,India,Doda,Jammu and Kashmir,33.13,75.57,Asia/Kolkata,2023-08-29 10:45,18.5,Patchy rain possible,1010.0,70,1135.0
,India,Pulwama,Jammu and Kashmir,33.88,74.92,Asia/Kolkata,2023-08-29 10:45,20.0,Patchy rain possible,1012.0,66,1620.0
,India,Ramban,Jammu and Kashmir,33.25,75.25,Asia/Kolkata,2023-08-29 10:45,21.5,Patchy rain possible,1011.0,73,1342.0
,India,Ganderbal,Jammu and Kashmir,34.23,74.78,Asia/Kolkata,2023-08-29 10:45,20.1,Patchy rain possible,1011.0,65,1598.0
,India,Udhampur,Jammu and Kashmir,32.93,75.13,Asia/Kolkata,2023-08-29 10:45,27.2,Patchy rain possible,1005.0,65,757.0
,India,Badgam,Jammu and Kashmir,34.02,74.72,Asia/Kolkata,2023-08-29 10:45,20.1,Patchy rain possible,1011.0,65,1640.0
,India,Punch,Uttar Pradesh,25.82,79.05,Asia/Kolkata,2023-08-29 10:45,32.4,Patchy rain possible,1006.0,49,164.0
,India,Kupwara,Jammu and Kashmir,34.03,74.26,Asia/Karachi,2023-08-29 10:15,17.8,Patchy light rain with thunder,1011.0,66,3586.0
,India,Samba,Jammu and Kashmir,32.57,75.12,Asia/Kolkata,2023-08-29 10:45,27.2,Patchy rain possible,1005.0,65,355.0
,India,Kathua,Jammu and Kashmir,32.37,75.52,Asia/Kolkata,2023-08-29 10:45,27.3,Patchy rain possible,1006.0,68,323.0
,India,Kargil,Jammu and Kashmir,34.57,76.1,Asia/Kolkata,2023-08-29 10:45,14.2,Partly cloudy,1011.0,22,3471.0
,India,Kishtwar,Jammu and Kashmir,33.32,75.77,Asia/Kolkata,2023-08-29 10:45,17.5,Patchy rain possible,1012.0,64,1685.0
,India,Daman,Daman and Diu,20.42,72.85,Asia/Kolkata,2023-08-29 10:45,28.6,Patchy rain possible,1009.0,69,15.0
,India,Diu,Daman and Diu,20.7,70.98,Asia/Kolkata,2023-08-29 10:45,27.8,Cloudy,1008.0,70,0.0
,India,Bhavnagar,Gujarat,21.77,72.15,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1008.0,66,23.0
,India,Udaipur,Rajasthan,27.72,75.48,Asia/Kolkata,2023-08-29 10:45,31.1,Sunny,1006.0,52,452.0
,India,Vadodara,Gujarat,22.3,73.2,Asia/Kolkata,2023-08-29 10:45,29.9,Cloudy,1008.0,52,41.0
,India,Kantha,Uttar Pradesh,26.58,80.75,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1004.0,66,123.0
,India,Surendranagar,Gujarat,22.7,71.68,Asia/Kolkata,2023-08-29 10:45,31.5,Sunny,1007.0,44,69.0
,India,Anand,Gujarat,22.57,72.93,Asia/Kolkata,2023-08-29 10:45,30.3,Partly cloudy,1008.0,52,39.0
,India,Amreli,Gujarat,21.62,71.23,Asia/Kolkata,2023-08-29 10:45,30.2,Partly cloudy,1008.0,50,132.0
,India,Dohad,Gujarat,22.83,74.27,Asia/Kolkata,2023-08-29 10:45,27.3,Cloudy,1009.0,63,287.0
,India,Rajkot,Gujarat,22.3,70.78,Asia/Kolkata,2023-08-29 10:45,29.0,Partly cloudy,1008.0,75,137.0
,India,Mahesana,Gujarat,23.6,72.4,Asia/Kolkata,2023-08-29 10:45,29.6,Cloudy,1007.0,54,97.0
,India,Patan,Gujarat,23.83,72.12,Asia/Kolkata,2023-08-29 10:45,28.0,Cloudy,1007.0,61,78.0
,India,Bharuch,Gujarat,21.7,72.97,Asia/Kolkata,2023-08-29 10:45,29.7,Partly cloudy,1009.0,56,19.0
,India,Somnath,Gujarat,20.88,70.37,Asia/Kolkata,2023-08-29 10:45,27.7,Cloudy,1008.0,70,0.0
,India,Junagadh,Gujarat,21.52,70.47,Asia/Kolkata,2023-08-29 10:45,29.4,Partly cloudy,1008.0,57,135.0
,India,Dwarka,Gujarat,22.24,68.97,Asia/Kolkata,2023-08-29 10:45,27.9,Partly cloudy,1007.0,71,7.0
,India,Navsari,Gujarat,20.85,72.92,Asia/Kolkata,2023-08-29 10:45,28.4,Patchy rain possible,1009.0,70,15.0
,India,Surat,Gujarat,20.97,72.9,Asia/Kolkata,2023-08-29 10:45,28.4,Patchy rain possible,1009.0,69,5.0
,India,Jamnagar,Gujarat,22.47,70.07,Asia/Kolkata,2023-08-29 10:45,29.2,Sunny,1007.0,59,18.0
,India,Porbandar,Gujarat,21.63,69.6,Asia/Kolkata,2023-08-29 10:45,27.7,Sunny,1008.0,70,0.0
,India,Valsad,Gujarat,20.63,72.93,Asia/Kolkata,2023-08-29 10:45,28.6,Patchy rain possible,1009.0,69,2.0
,India,Gandhinagar,Gujarat,23.22,72.68,Asia/Kolkata,2023-08-29 10:45,30.0,Partly cloudy,1008.0,70,75.0
,India,Morbi,Gujarat,22.82,70.83,Asia/Kolkata,2023-08-29 10:45,29.0,Partly cloudy,1008.0,75,45.0
,India,Kheda,Gujarat,22.75,72.68,Asia/Kolkata,2023-08-29 10:45,30.0,Partly cloudy,1008.0,70,20.0
,India,Dadra,Dadra and Nagar Haveli,20.32,72.97,Asia/Kolkata,2023-08-29 10:45,28.3,Patchy rain possible,1009.0,71,39.0
,India,Krishna,Andhra Pradesh,16.17,81.13,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,6.0
,India,East Godavari,Andhra Pradesh,16.93,82.22,Asia/Kolkata,2023-08-29 10:45,33.8,Sunny,1006.0,44,4.0
,India,Visakhapatnam,Andhra Pradesh,17.7,83.3,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1006.0,54,16.0
,India,Nellore,Andhra Pradesh,14.43,79.97,Asia/Kolkata,2023-08-29 10:45,35.3,Patchy rain possible,1007.0,40,20.0
,India,Chittoor,Andhra Pradesh,13.2,79.12,Asia/Kolkata,2023-08-29 10:45,32.2,Partly cloudy,1009.0,48,327.0
,India,Srikakulam,Andhra Pradesh,18.3,83.9,Asia/Kolkata,2023-08-29 10:45,32.7,Sunny,1006.0,51,17.0
,India,Kurnool,Andhra Pradesh,15.83,78.05,Asia/Kolkata,2023-08-29 10:45,30.9,Partly cloudy,1009.0,50,289.0
,India,Guntur,Andhra Pradesh,16.3,80.45,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,31.0
,India,Vizianagaram,Andhra Pradesh,18.12,83.42,Asia/Kolkata,2023-08-29 10:45,33.3,Sunny,1006.0,46,64.0
,India,Anantapur,Andhra Pradesh,14.68,77.6,Asia/Kolkata,2023-08-29 10:45,31.0,Sunny,1009.0,45,348.0
,India,West Godavari,Andhra Pradesh,16.7,81.1,Asia/Kolkata,2023-08-29 10:45,33.0,Partly cloudy,1007.0,63,16.0
,India,Kadapa,Andhra Pradesh,14.47,78.82,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1009.0,49,131.0
,India,Jamtara,Jharkhand,23.95,86.8,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1005.0,47,188.0
,India,Saraikela,Jharkhand,22.72,85.95,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1005.0,53,183.0
,India,Simdega,Jharkhand,22.62,84.52,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1007.0,67,434.0
,India,Latehar,Jharkhand,23.75,84.5,Asia/Kolkata,2023-08-29 10:45,30.9,Sunny,1006.0,56,380.0
,India,Khunti,Jharkhand,23.08,85.28,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,639.0
,India,Hazaribagh,Jharkhand,23.98,85.35,Asia/Kolkata,2023-08-29 10:45,28.9,Patchy rain possible,1007.0,54,600.0
,India,Chatra,Jharkhand,24.22,84.87,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1006.0,67,411.0
,India,Kodarma,Jharkhand,24.43,85.52,Asia/Kolkata,2023-08-29 10:45,30.6,Sunny,1006.0,54,397.0
,India,Giridih,Jharkhand,24.18,86.3,Asia/Kolkata,2023-08-29 10:45,31.3,Sunny,1006.0,52,294.0
,India,Lohardaga,Jharkhand,23.43,84.68,Asia/Kolkata,2023-08-29 10:45,28.0,Sunny,1007.0,54,662.0
,India,Sahibganj,Jharkhand,25.25,87.65,Asia/Kolkata,2023-08-29 10:45,32.2,Sunny,1005.0,56,22.0
,India,Godda,Jharkhand,24.83,87.22,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,84.0
,India,Dhanbad,Jharkhand,23.8,86.45,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,47,235.0
,India,Dumka,Jharkhand,24.27,87.25,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1005.0,51,145.0
,India,Bokaro,Jharkhand,23.78,85.97,Asia/Kolkata,2023-08-29 10:45,31.6,Sunny,1006.0,51,230.0
,India,Deoghar,Jharkhand,24.48,86.7,Asia/Kolkata,2023-08-29 10:45,31.5,Sunny,1005.0,52,253.0
,India,Gumla,Chhattisgarh,23.05,84.55,Asia/Kolkata,2023-08-29 10:45,28.9,Sunny,1007.0,53,634.0
,India,Ramgarh,Jharkhand,23.63,85.52,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,332.0
,India,Garhwa,Uttar Pradesh,24.73,83.22,Asia/Kolkata,2023-08-29 10:45,28.0,Sunny,1007.0,64,314.0
,India,Ranchi,Jharkhand,23.35,85.33,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1010.0,62,636.0
,India,Arwal,Bihar,25.25,84.68,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,71,73.0
,India,Bhagalpur,Bihar,25.25,87.0,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1004.0,52,53.0
,India,Purnia,Bihar,25.78,87.47,Asia/Kolkata,2023-08-29 10:45,32.6,Sunny,1004.0,55,42.0
,India,Kishanganj,West Bengal,26.12,87.93,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1004.0,57,47.0
,India,Gaya,Bihar,24.78,85.0,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1006.0,67,153.0
,India,Banka,Bihar,24.88,86.92,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,82.0
,India,Aurangabad,Maharashtra,19.88,75.33,Asia/Kolkata,2023-08-29 10:45,26.6,Partly cloudy,1010.0,62,571.0
,India,Nawada,Bihar,24.88,85.53,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,50,88.0
,India,Araria,Bihar,26.15,87.52,Asia/Kolkata,2023-08-29 10:45,32.1,Sunny,1004.0,60,53.0
,India,Muzaffarpur,Bihar,26.12,85.4,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1004.0,56,58.0
,India,Saran,Bihar,24.48,86.3,Asia/Kolkata,2023-08-29 10:45,31.3,Sunny,1006.0,52,344.0
,India,Sheikhpura,Jammu and Kashmir,34.33,74.23,Asia/Kolkata,2023-08-29 10:45,22.8,Sunny,1010.0,45,1718.0
,India,Saharsa,Bihar,25.88,86.6,Asia/Kolkata,2023-08-29 10:45,32.9,Patchy rain possible,1004.0,54,45.0
,India,Gopalganj,Bihar,26.47,84.43,Asia/Kolkata,2023-08-29 10:45,31.9,Patchy rain possible,1004.0,59,67.0
,India,Siwan,Bihar,26.22,84.37,Asia/Kolkata,2023-08-29 10:45,32.7,Patchy rain possible,1004.0,56,66.0
,India,Sheohar,Bihar,26.52,85.3,Asia/Kolkata,2023-08-29 10:45,32.3,Patchy rain possible,1004.0,58,61.0
,India,Buxar,Bihar,25.58,83.98,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,53,65.0
,India,Madhubani,Bihar,26.37,86.08,Asia/Kolkata,2023-08-29 10:45,32.4,Patchy rain possible,1004.0,54,59.0
,India,Supaul,Bihar,26.12,86.6,Asia/Kolkata,2023-08-29 10:45,32.9,Patchy rain possible,1004.0,54,52.0
,India,Patna,Bihar,25.6,85.12,Asia/Kolkata,2023-08-29 10:45,34.0,Mist,1004.0,71,59.0
,India,Bhojpur,Orissa,21.65,84.4,Asia/Kolkata,2023-08-29 10:45,32.0,Mist,1007.0,67,279.0
,India,Darbhanga,Bihar,26.17,85.9,Asia/Kolkata,2023-08-29 10:45,32.4,Patchy rain possible,1004.0,56,54.0
,India,Samastipur,Bihar,25.85,85.78,Asia/Kolkata,2023-08-29 10:45,32.8,Sunny,1004.0,54,46.0
,India,Bhabua,Bihar,25.05,83.62,Asia/Kolkata,2023-08-29 10:45,32.2,Sunny,1005.0,52,81.0
,India,Khagaria,Bihar,25.5,86.48,Asia/Kolkata,2023-08-29 10:45,32.9,Sunny,1005.0,52,31.0
,India,Munger,Bihar,25.38,86.47,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,52,49.0
,India,Sitamarhi,Bihar,26.6,85.48,Asia/Kolkata,2023-08-29 10:45,32.3,Patchy rain possible,1004.0,58,63.0
,India,Lakhisarai,Bihar,25.18,86.08,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,52,43.0
,India,Jamui,Bihar,24.92,86.22,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,53,83.0
,India,Begusarai,Bihar,25.42,86.13,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,52,44.0
,India,Katihar,Bihar,25.53,87.58,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1004.0,54,32.0
,India,Gurgaon,Haryana,28.47,77.03,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,226.0
,India,Yamunanagar,Haryana,30.1,77.28,Asia/Kolkata,2023-08-29 10:45,30.5,Sunny,1005.0,62,271.0
,India,Palwal,Haryana,28.15,77.33,Asia/Kolkata,2023-08-29 10:45,33.0,Sunny,1005.0,46,195.0
,India,Jhajjar,Haryana,28.62,76.65,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,216.0
,India,Bhiwani,Haryana,28.78,76.13,Asia/Kolkata,2023-08-29 10:45,34.0,Sunny,1005.0,42,216.0
,India,Kaithal,Haryana,29.8,76.38,Asia/Kolkata,2023-08-29 10:45,33.7,Sunny,1005.0,45,237.0
,India,Sonipat,Haryana,28.98,77.02,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,226.0
,India,Karnal,Haryana,29.68,76.98,Asia/Kolkata,2023-08-29 10:45,32.5,Sunny,1005.0,52,248.0
,India,Jind,Haryana,29.32,76.32,Asia/Kolkata,2023-08-29 10:45,34.3,Sunny,1005.0,41,226.0
,India,Panipat,Haryana,29.39,76.97,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,47,238.0
,India,Mahendragarh,Haryana,28.28,76.15,Asia/Kolkata,2023-08-29 10:45,33.2,Sunny,1005.0,43,268.0
,India,Fatehabad,Haryana,29.52,75.45,Asia/Kolkata,2023-08-29 10:45,35.1,Sunny,1004.0,39,215.0
,India,Faridabad,Haryana,28.43,77.32,Asia/Kolkata,2023-08-29 10:45,31.0,Mist,1006.0,63,207.0
,India,Sirsa,Haryana,29.53,75.02,Asia/Kolkata,2023-08-29 10:45,35.1,Sunny,1004.0,39,205.0
,India,Hisar,Haryana,29.17,75.72,Asia/Kolkata,2023-08-29 10:45,34.7,Sunny,1004.0,40,211.0
,India,Rewari,Haryana,28.18,76.62,Asia/Kolkata,2023-08-29 10:45,33.1,Sunny,1005.0,44,247.0
,India,Rohtak,Haryana,28.9,76.57,Asia/Kolkata,2023-08-29 10:45,33.9,Sunny,1005.0,42,222.0
,India,Ambala,Haryana,30.38,76.78,Asia/Kolkata,2023-08-29 10:45,31.5,Sunny,1005.0,56,272.0
,India,Chandigarh,Chandigarh,30.74,76.79,Asia/Kolkata,2023-08-29 10:45,30.1,Sunny,1006.0,56,353.0
,India,Goa,Goa,15.4,73.8,Asia/Kolkata,2023-08-29 10:45,27.4,Patchy rain possible,1010.0,73,62.0
,India,Arong,Andaman and Nicobar Islands,9.17,92.72,Asia/Kolkata,2023-08-29 10:45,27.8,Light rain shower,1009.0,80,0.0
,India,Siang,Chhattisgarh,22.6,83.05,Asia/Kolkata,2023-08-29 10:45,29.0,Sunny,1007.0,54,398.0
,India,Upper Tirupati,Andhra Pradesh,13.68,79.35,Asia/Kolkata,2023-08-29 10:45,32.0,Partly cloudy,1009.0,53,871.0
,India,Tawang,Arunachal Pradesh,27.58,91.87,Asia/Kolkata,2023-08-29 10:45,12.0,Patchy rain possible,1009.0,72,2706.0
,India,Goalpara,Assam,26.17,90.62,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,40.0
,India,Nalbari,Assam,26.42,91.43,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,79,52.0
,India,Dhubri,Assam,26.03,89.97,Asia/Kolkata,2023-08-29 10:45,31.8,Patchy rain possible,1004.0,63,34.0
,India,Karimganj,Assam,24.87,92.35,Asia/Dhaka,2023-08-29 11:15,32.0,Sunny,1003.0,66,18.0
,India,Tinsukia,Assam,27.5,95.37,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,123.0
,India,Hailakandi,Assam,24.68,92.57,Asia/Kolkata,2023-08-29 10:45,28.9,Patchy rain possible,1004.0,75,20.0
,India,Dhemaji,Assam,27.48,94.58,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,101.0
,India,Lakhimpur,Uttar Pradesh,27.95,80.77,Asia/Kolkata,2023-08-29 10:45,31.9,Patchy rain possible,1004.0,56,149.0
,India,Bongaigaon,Assam,26.47,90.57,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,121.0
,India,Baksa Duar,West Bengal,26.75,89.58,Asia/Kolkata,2023-08-29 10:45,24.4,Partly cloudy,1007.0,73,620.0
,India,Nagaon,Maharashtra,17.47,73.62,Asia/Kolkata,2023-08-29 10:45,28.7,Cloudy,1010.0,72,60.0
,India,Darrang,Assam,26.63,92.8,Asia/Kolkata,2023-08-29 10:45,28.8,Light rain shower,1005.0,78,72.0
,India,Dibrugarh,Assam,27.48,94.9,Asia/Kolkata,2023-08-29 10:45,30.0,Mist,1005.0,75,105.0
,India,Barpeta,Assam,26.32,91.0,Asia/Kolkata,2023-08-29 10:45,30.9,Patchy rain possible,1004.0,69,41.0
,India,Udalguri,Assam,26.77,92.13,Asia/Kolkata,2023-08-29 10:45,29.2,Patchy rain possible,1005.0,74,110.0
,India,Golaghat,Assam,26.52,93.97,Asia/Kolkata,2023-08-29 10:45,29.0,Patchy rain possible,1005.0,75,98.0
